应用代码,应用名称,应用类型,公司名称,app大小,版本号,更新时间,评分,下载人数,应用介绍,图标,下载地址,爬取时间
C10590726,北京通e个人,便捷生活,北京京福安科技股份有限公司,24.93MB,3.09,2019-07-29,score_3,11万次,北京通e个人，作为全国首款居家养老服务个人信息化APP，是专为北京通-养老卡持卡人及其家庭提供专属服务的产品。本产品依托养老大数据平台，整合了北京市各项养老服务资源，为老年人提供了一个快速查询养老服务资源的平台。该产品提供了九大增值服务：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/de410aa49b594e41a7b31059c11a7511.png,http://appdlc.hicloud.com/dl/appdl/application/apk/de/de410aa49b594e41a7b31059c11a7511/com.xingchen.helperpersonal.1907291345.apk?sign=portal@portal1564388089136&source=portalsite,2019-07-29
C100780419,天天头条,新闻阅读,深圳市复容科技有限公司,34.81MB,2.2.2,2019-07-29,score_0,<10000次,天天头条」-,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d8a95da9048f4311be2e9541f2271988.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d8/d8a95da9048f4311be2e9541f2271988/fcd.daydaynews.1907291140.apk?sign=portal@portal1564388089723&source=portalsite,2019-07-29
C100204045,叭哒,新闻阅读,北京爱奇艺科技有限公司,32.24MB,2.7.5,2019-07-29,score_8,444万次,经典漫画，热门番剧，原著轻小说，叭哒让你一次性全部拥有！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d98e90eb6aff4c3f9019c30e2497ad55.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d9/d98e90eb6aff4c3f9019c30e2497ad55/com.iqiyi.acg.1907291052.apk?sign=portal@portal1564388090213&source=portalsite,2019-07-29
C100662361,初中语文,教育,成都宝宝天地科技有限公司,39.24MB,4.0.2,2019-07-29,score_10,8万次,初中语文课堂包含了人教版、苏教版、语文版等版本的教材辅导。软件集成了教材的课文原文，并精心制作了与之相对应的课文朗诵、课文讲解、课文练习等内容。对文言文和古诗词，更是做了重点的讲解。软件既可以用作课前预习，也可以用于课后温习，查漏补缺。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/cb15bde971684d559b035cadd90e4799.png,http://appdlc.hicloud.com/dl/appdl/application/apk/cb/cb15bde971684d559b035cadd90e4799/com.hhxx.juniorlanguage.1907290849.apk?sign=portal@portal1564388090761&source=portalsite,2019-07-29
C100136515,约球天下,运动健康,上海布浪网络科技有限公司,31.02MB,0.1.99,2019-07-29,score_8,<10000次,得”约球天下”者,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/afa3780f54be4d0da9d1cc23c4ad123b.png,http://appdlc.hicloud.com/dl/appdl/application/apk/af/afa3780f54be4d0da9d1cc23c4ad123b/com.a365691287.zfy.1907291048.apk?sign=portal@portal1564388091265&source=portalsite,2019-07-29
C100673931,蓝血联盟,实用工具,北京蓝血科技有限责任公司,13.47MB,2.4,2019-07-29,score_0,<10000次,蓝血联盟——5G移动创业平台,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/c523e52083ad4834902a77d923868fe8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/c5/c523e52083ad4834902a77d923868fe8/com.jialianmeng.app.1907291054.apk?sign=portal@portal1564388091807&source=portalsite,2019-07-29
C100522451,创业云,便捷生活,呼伦贝尔蓝域信息科技有限公司,26.94MB,1.0.7,2019-07-29,score_0,<10000次,创业云致力于为各类创业服务机构（如：众创空间、孵化器、创业园、产业园、创客咖啡等）提供领先的移动互联网综合管理、服务平台，通过创业云机构管理端、机构应用端、企业管理端、企业应用端、创业云移动端、运营中心系统等一系列核心平台，平台涵盖的核心模块包括：机构管理、公共资源管理、政务云、云路演、直通车、创业帮、就业云、社团组织、项目云、政策云、云培训、知识云、云金融、云众筹、智能云、信息云、商务中心、物业管理、云办公、创业大数据实时可视交互系统。创业云构建了全方位创业服务管理机构与企业服务体系，是移动互联时代企业服务平台的先行者。颠覆传统企业服务模式，创业云凭借核心云端平台、高效运维及开发团队、优质电信级合作商三大优势资源，构建高效的运营服务体系，聚焦“互联网+创业”服务领域，以高新技术打造核心服务平台，连接人，连接端，连接内外，为创业服务管理机构搭建真实高效的企业管理、服务平台。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/eac1309ed0e440dbb96072b8b6d56d97.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ea/eac1309ed0e440dbb96072b8b6d56d97/com.lanyukj.cyy.1907290922.apk?sign=portal@portal1564388092315&source=portalsite,2019-07-29
C100381989,传道智能,实用工具,沈阳中庸商道软件有限公司,38.93MB,2.4.1,2019-07-29,score_10,<10000次,传道智能APP，基于人工智能的短视频应用。一键生成H5短视频网站，一键分发至各大视频平台营销推广。我希望快速拥有一个短视频店铺，竖版大屏，可以实现么？这个APP就能够实现，等你下载......,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b86a1a01f553481898a0fda71273a107.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b8/b86a1a01f553481898a0fda71273a107/com.middleshop.cdzn.1907291110.apk?sign=portal@portal1564388092867&source=portalsite,2019-07-29
C10390576,快服务跑腿,便捷生活,北京快服务科技有限公司,22.18MB,6.2.0,2019-07-29,score_10,16万次,同城即时送，60分钟必达,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d50ef169837c4eb7b20d11c4f1ed007b.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d5/d50ef169837c4eb7b20d11c4f1ed007b/com.bdkj.fastdoor.1907291138.apk?sign=portal@portal1564388093458&source=portalsite,2019-07-29
C10860416,非通在线,教育,世界图书出版广东有限公司,4.63MB,3.0.6,2019-07-29,score_6,<10000次,本应用是一个以提供非通用语（小语种）网络教育课程、教育行业资讯、教育服务、学习资料交流，多语种翻译以及非通用语学习者交流互动为主要内容的大型在线外语教学学习平台，同时也是多语种学习者在线交流互动的网络社区。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/4effc01620404e7abd36c1b31fa12cbb.png,http://appdlc.hicloud.com/dl/appdl/application/apk/4e/4effc01620404e7abd36c1b31fa12cbb/com.mirageengine.mobile.language.1907251630.apk?sign=portal@portal1564388094018&source=portalsite,2019-07-29
C10567964,观察者,新闻阅读,上海观察者信息技术有限公司,52.98MB,6.0.3,2019-07-29,score_6,208万次,观察者网（www.guancha.cn)携手上海春秋发展战略研究院，旨在为全球华人读者提供集新鲜、热点、深度、趣味于一体的时政资讯。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/c1549fbc44114cd68a54e43d01f7a846.png,http://appdlc.hicloud.com/dl/appdl/application/apk/c1/c1549fbc44114cd68a54e43d01f7a846/cn.guancha.app.1907291338.apk?sign=portal@portal1564388094562&source=portalsite,2019-07-29
C10774510,未名天日语网校,教育,未名天（北京）教育科技有限公司,16.76MB,3.7.0,2019-07-29,score_10,1万次,【未名天日语网校】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b9fc56a14d8e48ad9fe0ddd348b9a5a4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b9/b9fc56a14d8e48ad9fe0ddd348b9a5a4/com.riyu365.wmt.1907291409.apk?sign=portal@portal1564388095171&source=portalsite,2019-07-29
C10356593,爱问医生诊室,运动健康,爱问医联科技（深圳）有限公司,38.92MB,4.4.0,2019-07-29,score_6,2万次,爱问医生，医生互联网诊室的服务者，致力于打造医生互联网个人品牌。我们拥有微博健康医疗及新浪健康两大平台，通过海量曝光，结合诊室工具，搭配运营指导，帮助医生完善诊室，同时吸引患者及潜在患者。在过程中，提升医生在互联网上的影响力，甚至成长为具有知名度的互联网大V。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a8dd4c5ca97e484f9259485913acde25.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a8/a8dd4c5ca97e484f9259485913acde25/com.wenwo.doctor.1907291402.apk?sign=portal@portal1564388095714&source=portalsite,2019-07-29
C100360307,万能钥匙,实用工具,北京触感文化传播有限公司,10.81MB,1.76,2019-07-29,score_6,48万次,万能钥匙-WIFI密码查看是一个方便实用的WiFi管家管理工具，操作简单，可随时随地更新WiFi信息！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/96386d4963b94a95aa9c56f48cb95f94.png,http://appdlc.hicloud.com/dl/appdl/application/apk/96/96386d4963b94a95aa9c56f48cb95f94/com.wannengyaoshi.hw.1907291018.apk?sign=portal@portal1564388096258&source=portalsite,2019-07-29
C100707557,麦麦语音,社交通讯,广州瀚玩网络科技有限公司,35.07MB,3.5.1,2019-07-29,score_7,<10000次,hello，陌声人，来麦麦交朋友，语音玩游戏！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ef90f83c41d04298bb13101120610381.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ef/ef90f83c41d04298bb13101120610381/com.pita.maimai.1907231638.apk?sign=portal@portal1564388096828&source=portalsite,2019-07-29
C100856013,超级外卖,美食,中山市启沃网络科技有限公司,14.23MB,v9_1_1563522648,2019-07-29,score_0,<10000次,超级外卖是由中山市启沃网络科技有限公司开发的互联网外卖+跑腿+本地生活娱乐服务平台项目。是国内领先的O2O服务平台，信托移动互联网及LBS定位服务。超级外卖是基于LBS的互联网订餐+预约平台，是O2O和外卖行业结合的产物。通过互联网集中本地餐饮商家及生活娱乐为一体的服务平台，它联系着消费者和商家，让叫外卖更方便快捷，让想美餐一顿的人有更快更多选择的体验。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1a4c8947172941a19965b932da7923e0.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1a/1a4c8947172941a19965b932da7923e0/com.chaojiwaimai.yh.1907231355.apk?sign=portal@portal1564388097406&source=portalsite,2019-07-29
C100269435,喵星抓娃娃机,影音娱乐,常德市创游网络科技有限公司,23.61MB,2.0.8,2019-07-29,score_7,3万次,手机在线抓娃娃，下载即送免费抓3次！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/cdfdcf9be79344628a8692036bc8bd9b.png,http://appdlc.hicloud.com/dl/appdl/application/apk/cd/cdfdcf9be79344628a8692036bc8bd9b/com.mxzwwj.android.1907271705.apk?sign=portal@portal1564388097856&source=portalsite,2019-07-29
C10262321,拓诊医生版,运动健康,重庆拓诊信息技术有限公司,27.14MB,V2_52,2019-07-29,score_10,<10000次,拓诊医生-医生版是一款专为医务工作者提供集在线诊疗、患者管理、学术交流于一体的医疗移动工作站，以其专业、简洁和实用的功能特点深受医务工作者的喜欢。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/7ba1cfaf91b0474cae9cedb749085d86.png,http://appdlc.hicloud.com/dl/appdl/application/apk/7b/7ba1cfaf91b0474cae9cedb749085d86/com.tuozhen.doctor.1907291050.apk?sign=portal@portal1564388099004&source=portalsite,2019-07-29
C100302833,TELLO EDU,教育,纬创资通（上海）有限公司,89.19MB,1.4.0,2019-07-29,score_7,1万次,「睿炽科技（RYZE）官方授权App，兼容Tello,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/79ad9c88bfa44d93b6707986fdc4b538.png,http://appdlc.hicloud.com/dl/appdl/application/apk/79/79ad9c88bfa44d93b6707986fdc4b538/com.wistron.telloedu.1907291052.apk?sign=portal@portal1564388099642&source=portalsite,2019-07-29
C100900533,91畅修保,便捷生活,北京启鹏飞扬网络科技发展有限公司,28.13MB,1.4,2019-07-29,score_10,<10000次,91畅修保是互联网维修平台的引领者，互联网维修行业共享维修平台，目前已在全国注册有近三万名经过专业培训的维修师傅，统一维修价格，统一服务，统一标准，安全有保障，时刻牢记不忘初心，时刻走在为业主提高服务品质的道路上！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a42ed7bbf3164869a4d7b49b854345b3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a4/a42ed7bbf3164869a4d7b49b854345b3/com.yc.changxiubao.1907291101.apk?sign=portal@portal1564388100098&source=portalsite,2019-07-29
C100694535,慧伴社,实用工具,北京易社宝信息技术有限公司,10.72MB,2.0.4,2019-07-29,score_10,<10000次,功能介绍：慧伴社是一款一站式代跑腿办理人事服务的软件工具。以人事服务为切入点，为个人和企业提供社保、公积金、个税、工作居住证、外籍人等一些代跑腿代办服务。繁琐人事我来办，轻松生活你来享，慧伴社，真会办人事！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/76e63ec80983421d9235f75d81ff68c9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/76/76e63ec80983421d9235f75d81ff68c9/io.dcloud.UNIB18B528.1907290950.apk?sign=portal@portal1564388100714&source=portalsite,2019-07-29
C10840751,顺达信鸽,便捷生活,河南顺如达信息科技有限公司,24.32MB,v4.0.8(19072710),2019-07-29,score_10,<10000次,顺达信鸽是一家专业的信鸽咨讯平台，能为广大鸽友提供实时快讯、在线直播、赛事数据分析及智能物联一体化的信息服务平台。方便快捷的效率，以及动态信息的及时更新，让您随时打开APP都能看到想看到的实时咨讯。有多少看多少，手指点一点，就这么简单。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/886d58e56a864b5bbd67ceb19133ffbe.png,http://appdlc.hicloud.com/dl/appdl/application/apk/88/886d58e56a864b5bbd67ceb19133ffbe/com.hnsd.app.1907291415.apk?sign=portal@portal1564388101318&source=portalsite,2019-07-29
C100699211,爱尚理科通,教育,武汉洛必达科技有限公司,38.35MB,1.1.3,2019-07-29,score_10,<10000次,爱尚理科通是武汉洛必达科技有限公司旗下的知名在线教育品牌，是基于“互联网+”、大数据教研等手段打造的专业理科在线学习平台。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/708953d25f2f4149bc0251a1f0420c2e.png,http://appdlc.hicloud.com/dl/appdl/application/apk/70/708953d25f2f4149bc0251a1f0420c2e/com.lh.online.client.mstudent.1907291013.apk?sign=portal@portal1564388102565&source=portalsite,2019-07-29
C100510549,首席信才,商务,青岛联创天下人力资源服务有限公司,18.99MB,0.0.18,2019-07-29,score_9,<10000次,首席信才RPO（招聘流程外包）服务是指企业将内部招聘前期的基础流程外包给第三方RPO专业的公司来完成，其核心优势在于降低企业的整体招聘成本。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/707911d56005466dbb2f7fe9faa41ec4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/70/707911d56005466dbb2f7fe9faa41ec4/com.j499582257.ncn.1907291032.apk?sign=portal@portal1564388103126&source=portalsite,2019-07-29
C10414173,移动彩云,商务,杭州讯盟科技有限公司,66.42MB,6.26.0,2019-07-29,score_6,1319万次,移动彩云，专注为企业解决办公协同、提供一站式企业服务和行业聚合解决方案，助力企业云上办公高效协同，全面开启智慧云办公时代。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/85af4cf47b9e49b5bfeb7714425b80c3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/85/85af4cf47b9e49b5bfeb7714425b80c3/com.shinemo.qoffice.zjcc.1907291357.apk?sign=portal@portal1564388103716&source=portalsite,2019-07-29
C100052735,熊猫系统,商务,北京小熊美家科技有限公司,40.36MB,3.7.3,2019-07-29,score_10,<10000次,应用简介：我们立志于研发中国家政行业最领先的SaaS工具，,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/6579c91b9f724445a8612b0179040e7d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/65/6579c91b9f724445a8612b0179040e7d/cn.jiazhengye.panda_home.1907291128.apk?sign=portal@portal1564388104269&source=portalsite,2019-07-29
C100317315,谷粒云谷,商务,深圳市谷粒公社云计算有限公司,37.60MB,2.1.3,2019-07-29,score_2,<10000次,谷粒云谷是一个综合的社群应用系统。系统基于成熟的JavaEE技术体系标准；面向服务的可伸缩弹性架构；快捷的即时通讯技术；完善的组织机构权限管理、主数据管理；业务需求构件化开发、业务流程可视化装配；标准模块缺省搭载、通用模块高度可配；代码可视化生成、异构系统无缝集成、部署方案随需应变。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/6702d0a6a93248f68aee82d47f9f3aa6.png,http://appdlc.hicloud.com/dl/appdl/application/apk/67/6702d0a6a93248f68aee82d47f9f3aa6/com.goodycom.www.1907291020.apk?sign=portal@portal1564388104782&source=portalsite,2019-07-29
C100783923,金诗雨,购物比价,山东诚荣电子商务有限公司,17.49MB,3.7.2,2019-07-29,score_0,<10000次,金诗雨商城，关注全球华人健康，努力让全球华人喝上一杯健康好水。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a05621a1289643428d6cad958382cae8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a0/a05621a1289643428d6cad958382cae8/io.dclouzxk.1907291146.apk?sign=portal@portal1564388105646&source=portalsite,2019-07-29
C100429125,扫吧,实用工具,成都云上视觉科技有限公司,24.57MB,1.5.4,2019-07-29,score_10,<10000次,一款集合AR识别功能，花草识别，在线翻译的多功能实用AR应用软件！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/76b3a61f736b4bef97ae6f64552462c0.png,http://appdlc.hicloud.com/dl/appdl/application/apk/76/76b3a61f736b4bef97ae6f64552462c0/com.chaosxing.miaotu.1907291222.apk?sign=portal@portal1564388106327&source=portalsite,2019-07-29
C100466853,智小窝(房东版),实用工具,深圳市中证云星智慧物联科技有限公司,23.61MB,2.2.3,2019-07-29,score_10,2万次,智小窝是一款致力于持续为房东、长租公寓运营商、租客提供服务的租住管理SaaS软件。智小窝以智能硬件+租住管理SaaS软件为核心，链接线上线下租住相关服务，解决租住领域各种场景的难点和痛点。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/944691ebd1f24de3a50b56afb1f241bb.png,http://appdlc.hicloud.com/dl/appdl/application/apk/94/944691ebd1f24de3a50b56afb1f241bb/com.zzyx.zxw.l.1907291112.apk?sign=portal@portal1564388107231&source=portalsite,2019-07-29
C10512795,有布,实用工具,浙江中国轻纺城网络有限公司,24.37MB,1.9.0,2019-07-29,score_9,2万次,有布是全球纺织网旗下面搜布找布找样找面料平台，专为服装设计师和面料采购商设计。所需面料随时拍照，同类花型立刻匹配。更有基于全球纺织网16年行业沉淀，65万实体面料供应商为您在线服务。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/82798613d2e54ee7bda032dfc0aa9175.png,http://appdlc.hicloud.com/dl/appdl/application/apk/82/82798613d2e54ee7bda032dfc0aa9175/com.qfc.cloth.hi.1907291407.apk?sign=portal@portal1564388107804&source=portalsite,2019-07-29
C100485745,东方尚学,教育,上海东方尚学培训中心有限公司,31.78MB,1.4.2,2019-07-29,score_10,<10000次,【软件介绍】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/96f2b717ec854b508f26454f334a5d16.png,http://appdlc.hicloud.com/dl/appdl/application/apk/96/96f2b717ec854b508f26454f334a5d16/org.xkedu.online.1907290932.apk?sign=portal@portal1564388108401&source=portalsite,2019-07-29
C100912151,西宁扬尘监测,实用工具,西安多普多信息科技有限公司,20.88MB,2.0.5,2019-07-29,score_10,<10000次,针对西宁市建筑工地空气质量的在线监测软件，主要功能包括：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/7a3aee70f6464224bbef45f859f46764.png,http://appdlc.hicloud.com/dl/appdl/application/apk/7a/7a3aee70f6464224bbef45f859f46764/com.yunbix.raisedust.1907291022.apk?sign=portal@portal1564388108939&source=portalsite,2019-07-29
C100793581,AIBOX-虚拟机器人,实用工具,深圳欧博思智能科技有限公司,102.90MB,1.7.4,2019-07-29,score_0,<10000次,AIBOX-虚拟机器人是一款家用智能全息投影机器人的辅助应用软件、用户通过该app绑定相应设备后，可针对设备进行远程交互控制。不仅可以进行自我形象重塑、捏脸上传；还可以对室内多种电器进行远程控制；随时随地开启闲聊模式，让您的生活不再无趣。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/967710775dbe4d4dac3c52eb46beb212.png,http://appdlc.hicloud.com/dl/appdl/application/apk/96/967710775dbe4d4dac3c52eb46beb212/com.project.obex.1907291021.apk?sign=portal@portal1564388109612&source=portalsite,2019-07-29
C100483831,惠买,购物比价,天津世纪星光广告有限公司,14.91MB,4.4.0,2019-07-29,score_10,<10000次,惠买：一款便捷且足够多优惠，能让你体会生命的绚丽多彩，能满足你对精彩生活追求的APP。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/83509812cc794faeb935bf33bb41cca3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/83/83509812cc794faeb935bf33bb41cca3/com.huimaiwj.ap.1907291059.apk?sign=portal@portal1564388110303&source=portalsite,2019-07-29
C10798587,vipJr青少儿英语,教育,北京创意麦奇教育信息咨询有限公司,37.93MB,3.5.3,2019-07-29,score_9,130万次,数十年深耕于在线教育,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/980f3510ba2e4b8d8d2368ee2702df3d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/98/980f3510ba2e4b8d8d2368ee2702df3d/com.vipabc.vipmobilejr.phone.1907291320.apk?sign=portal@portal1564388110964&source=portalsite,2019-07-29
C10541061,分贝通,出行导航,北京分贝金服科技有限公司,44.67MB,3.3.0,2019-07-29,score_6,29万次,分贝通，领先的企业钱包，致力于解决2亿白领因公8小时的消费开支问题，推动企业消费进入新时代。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/934ff80e950342d9b4250cc2be319ca9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/93/934ff80e950342d9b4250cc2be319ca9/com.finhub.fenbeitong.1907291035.apk?sign=portal@portal1564388112098&source=portalsite,2019-07-29
C100073311,小精灵美化,拍摄美化,重庆市九吨科技有限公司,31.07MB,4.2.1,2019-07-29,score_9,779万次,❤,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/8e8f1a5e514544f1bcb7ab69f0b0e54a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/8e/8e8f1a5e514544f1bcb7ab69f0b0e54a/com.android.nineton.elfinapp.1907291328.apk?sign=portal@portal1564388114884&source=portalsite,2019-07-29
C100430127,享学云,教育,北京科印传媒文化股份有限公司,21.24MB,2.50.0117,2019-07-29,score_0,<10000次,享学云——由北京科印传媒文化股份有限公司打造，专注为制造领域从业者提供专业知识服务的App。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/6f4c5035f69e4f41b611789239f4d6a7.png,http://appdlc.hicloud.com/dl/appdl/application/apk/6f/6f4c5035f69e4f41b611789239f4d6a7/cn.touchv.agxsE73.1907291313.apk?sign=portal@portal1564388115458&source=portalsite,2019-07-29
C100860087,信易玫瑰商户端软件,实用工具,新疆信合联服网络科技有限公司,15.58MB,1.0.6,2019-07-29,score_0,<10000次,玫瑰信用APP是克拉玛依市发展和改革委员会开发推广应用的一站式信用服务移动平台。市民信用分值大于10分者可到玫瑰信用商家进行信用消费，玫瑰信用商家给予信用市民相应打折优惠。通过玫瑰信用使全市市民提高和注重个人诚信，鼓励市民积极参与公益活动，加速推进克拉玛依社会信用体系建设，打造诚信克拉玛依、和谐克拉玛依。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/9f170e5f03ae4d3990529f42af182bdf.png,http://appdlc.hicloud.com/dl/appdl/application/apk/9f/9f170e5f03ae4d3990529f42af182bdf/com.yixinb.business.1907291042.apk?sign=portal@portal1564388115953&source=portalsite,2019-07-29
C100664135,果果习字,教育,山东晟世教育科技有限公司,30.69MB,3.5.3,2019-07-29,score_6,<10000次,手机在线观看视频，辅助大家了解中华传统文化。欣赏诗词朗诵和规范书写汉字。欣赏或学习毛笔书法。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/8c08e72ede004c498fb29b703c65bfec.png,http://appdlc.hicloud.com/dl/appdl/application/apk/8c/8c08e72ede004c498fb29b703c65bfec/com.shengshi.guoguo.1907290900.apk?sign=portal@portal1564388116539&source=portalsite,2019-07-29
C100137345,小乔初驾,教育,广州正峰网络科技有限公司,61.39MB,1.3.4,2019-07-29,score_7,9万次,小乔初驾App，是交通运输部门推荐和认可的线上科目一、科目四学习计时平台，通过人脸识别签到、签退系统与政府监管平台链接，做到实时认可教学内容。为学员提供更轻松，更便利，更有效的计时学习体验。同时，也为传统驾培学校提供理论学习的服务与支持。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/7fa9e3ad5ba74aa0b8ec8b0fc7d51cae.png,http://appdlc.hicloud.com/dl/appdl/application/apk/7f/7fa9e3ad5ba74aa0b8ec8b0fc7d51cae/com.zhengfeng.driverschool.1907291347.apk?sign=portal@portal1564388117731&source=portalsite,2019-07-29
C10616388,达人店,购物比价,浙江达品网络科技有限公司,46.08MB,4.7.0,2019-07-29,score_9,98万次,达人店－意见领袖的创业平台,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/8bfb0dbc9f394e99b32f5b95855b7ba6.png,http://appdlc.hicloud.com/dl/appdl/application/apk/8b/8bfb0dbc9f394e99b32f5b95855b7ba6/com.showjoy.shop.1907291345.apk?sign=portal@portal1564388131623&source=portalsite,2019-07-29
C100261745,喵呗,购物比价,无锡果粉街信息技术有限公司,24.59MB,1.24.0,2019-07-29,score_0,<10000次,喵呗一个会省钱懂分享的网站,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/59041c26f6604e80a953df2098574bd3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/59/59041c26f6604e80a953df2098574bd3/com.miaobeifl.1907271620.apk?sign=portal@portal1564388132181&source=portalsite,2019-07-29
C100519589,欧品国际,购物比价,青岛欧品国际健康产业有限公司,23.43MB,0.0.972,2019-07-29,score_0,<10000次,欧品国际商城是一个“共享商城”，商城会员可以直接参与商城运营和分利，成为会员即可得到购物分润，现商城公开招募中，后续会更加完善，参与者最多可得80%的分润！欧品国际，等待你的加入！共享商城，购物分润！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a1c10c158bda4a6eaf71174d0b4e0c1f.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a1/a1c10c158bda4a6eaf71174d0b4e0c1f/com.oupinguoji.starter.1907291324.apk?sign=portal@portal1564388132792&source=portalsite,2019-07-29
C100246679,iWALK Dreamers,购物比价,厦门广开电子有限公司,20.21MB,2.5.2,2019-07-29,score_10,<10000次,此款APP定位于专业的手机周边配件售卖和互动方式的商城，把iWALK爱沃可官方网站的网页形式，用客户端的形式进行展现，更为方便简洁；全新呈现方式，为用户带来更为丰富便捷的使用体验；做优质内容输出，让用户获取真正有价值的信息。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a48e0dc572b34f129edfd495c5de91e4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a4/a48e0dc572b34f129edfd495c5de91e4/com.yds.yshop.1907291122.apk?sign=portal@portal1564388133410&source=portalsite,2019-07-29
C100241989,美宿家,购物比价,杭州硕儒网络科技有限公司,8.15MB,1.9.1,2019-07-29,score_10,<10000次,“美宿家”作为目前市场上少有的一款为家居行业商家订单提供选品、管理、分享、分销等功能于一体的系统管理工具，它不但协助商家解决了订单管理过程中出现的选品难、计价难、沟通难、分享分销难等一系列问题，还进一步提升了订单的时效性、确定性、曝光率以及转化率。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e8a31fa0309441fbacb207ee1a7897ad.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e8/e8a31fa0309441fbacb207ee1a7897ad/cn.app.hzyf.dgb.1907271425.apk?sign=portal@portal1564388134651&source=portalsite,2019-07-29
C100245993,返利优惠券联盟,购物比价,广州优选淘科技有限公司,25.58MB,4.1.0,2019-07-29,score_10,1333万次,返利优惠券联盟，是网购达人公认的一款网购更实惠、购物能返钱、分享能赚钱的省钱神器！汇集内部多家购物平台的内部优惠券和返利APP，可靠、正规的返利APP！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/78291cfe310f42b19f65ef00b1521391.png,http://appdlc.hicloud.com/dl/appdl/application/apk/78/78291cfe310f42b19f65ef00b1521391/com.fanliyouhuiquanlmw.1907291008.apk?sign=portal@portal1564388135223&source=portalsite,2019-07-29
