应用代码,应用名称,应用类型,公司名称,app大小,版本号,更新时间,评分,下载人数,应用介绍,图标,下载地址,爬取时间
C100432035,BLD-me,汽车,宝利德网络科技服务有限公司,46.88MB,1.1.1,2019-08-05,score_0,<10000次,BLD-me平台是宝利德集团为旗下4S店车主用户提供购车咨询、维保预约、车主福利、生活权益等的一站式车主服务平台。秉承以创造客户与服务价值为目标，以“创享品质车生活”为切入点，依托用户数据和数字化会员体系搭建高净值用户特权服务体系，构建人、车、生活生态圈。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/7eca66f51a8c4d42895f479d84bbbfd6.png,http://appdlc.hicloud.com/dl/appdl/application/apk/7e/7eca66f51a8c4d42895f479d84bbbfd6/com.baolide.me.1908051009.apk?sign=portal@portal1565011276633&source=portalsite&maple=0,2019-08-05
C10670534,学车不,汽车,北京创世新强科技有限公司,130.33MB,7.1.1,2019-08-05,score_5,206万次,“学车不”由拥有近20年、百余家驾校系统建设经验的技术团队打造，独立研发的驾考培训、管理系统，奠定了“学车不”与北京各大驾校约车系统无缝对接，信息交换的准确、安全、即时性均具有首创性优势。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/51bc185e88144f049433ef3f37da4d28.png,http://appdlc.hicloud.com/dl/appdl/application/apk/51/51bc185e88144f049433ef3f37da4d28/com.bjcsxq.chat.carfriend.1908051038.apk?sign=portal@portal1565011278348&source=portalsite&maple=0,2019-08-05
C100912865,顺行二手车,汽车,东营顺行中盛汽车服务有限公司,35.98MB,2.1.2,2019-08-05,score_0,<10000次,1.,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/bf4ef26e24bd450494a22de089c4025e.png,http://appdlc.hicloud.com/dl/appdl/application/apk/bf/bf4ef26e24bd450494a22de089c4025e/com.qttx.shunxing.1908022212.apk?sign=portal@portal1565011279446&source=portalsite&maple=0,2019-08-05
C100557483,华瑞源车商通,汽车,山东华瑞源网络科技有限公司,37.28MB,1.6.4,2019-08-05,score_0,<10000次,【全心全意为车商服务,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/8312484306f94811aa419e24250a42d5.png,http://appdlc.hicloud.com/dl/appdl/application/apk/83/8312484306f94811aa419e24250a42d5/com.xiao.administrator.hryadministration.1908051002.apk?sign=portal@portal1565011279931&source=portalsite&maple=0,2019-08-05
C100580709,准点学车-科目二,汽车,成都华邑信息技术有限公司,109.62MB,2.31,2019-08-05,score_7,11万次,【准点学车】驾考、驾照3D学车软件，专业的3D驾驶！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d7559b60604442dba22b2d9a5535e432.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d7/d7559b60604442dba22b2d9a5535e432/com.cnasoft.vrcar.1907311610.apk?sign=portal@portal1565011281007&source=portalsite&maple=0,2019-08-05
C100236879,有个车,汽车,江苏有个车信息科技有限公司,60.69MB,2.0.10,2019-08-05,score_9,<10000次,有个车以店铺管理，线上营销为基础，助力全国商家，提高车源转化率，实现库存共享，让你收车卖车快人一步,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/042b9e0d74d64a698ccd4f4b08218508.png,http://appdlc.hicloud.com/dl/appdl/application/apk/04/042b9e0d74d64a698ccd4f4b08218508/com.apk.youcar.1908051956.apk?sign=portal@portal1565011282390&source=portalsite&maple=0,2019-08-05
C100596431,容丰,商务,武汉卓丰包装有限公司,9.49MB,2.0.1,2019-08-05,score_0,<10000次,容丰提供用户及员工全过程的服务。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b7f9a9aa515c46c7b094b44ba6ee780a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b7/b7f9a9aa515c46c7b094b44ba6ee780a/com.zihai.zhuofengpacking.1908050937.apk?sign=portal@portal1565011409013&source=portalsite&maple=0,2019-08-05
C100947475,快一点,商务,成都天呈快快信息技术有限公司,14.10MB,1.0,2019-08-05,score_0,<10000次,快一点是一款基于餐饮服务商和业务员的服务平台，以即时沟通为切入点，以专业服务作为产品特色和卖点，为餐饮服务商和业务员提供全面的服务和管理，包括：业务拓展、订单跟踪、客户拜访、个人信息等；,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/25bf2b7ea2714d70bf09ded4b455d9dd.png,http://appdlc.hicloud.com/dl/appdl/application/apk/25/25bf2b7ea2714d70bf09ded4b455d9dd/com.tckk.kuaiyidian.1908051515.apk?sign=portal@portal1565011409629&source=portalsite&maple=0,2019-08-05
C10238945,权大师,商务,北京梦知网科技有限公司,33.20MB,5.7.5,2019-08-05,score_9,20万次,权大师——让您的商标、专利为您所用,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/309e171e895c424a9f9dc1bedb637ab3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/30/309e171e895c424a9f9dc1bedb637ab3/com.dream.ipm.1908051810.apk?sign=portal@portal1565011410227&source=portalsite&maple=0,2019-08-05
C10624750,百格活动,商务,南京弟齐信息技术有限公司,21.79MB,3.4.2,2019-08-05,score_4,1万次,百格活动是南京弟齐信息技术有限公司旗下的一款集活动创建、线上票务销售、活动专业管理、活动推广、参会人员管理、活动会议现场服务以及会后统计于一体的全功能管理平台，它为组织者提供专业化服务的同时，也为组织者带来人性化，高效的活动管理体验。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/18313440f6574a238a9d18fb086315dd.png,http://appdlc.hicloud.com/dl/appdl/application/apk/18/18313440f6574a238a9d18fb086315dd/com.bagevent.1908051824.apk?sign=portal@portal1565011410901&source=portalsite&maple=0,2019-08-05
C10654299,理亿理,商务,上海珍露金融信息服务有限公司,36.14MB,4.0.2,2019-08-05,score_0,<10000次,工欲善其事，必先利其器。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/0fc7fe89a76d4e79bb1167a4b18a2193.png,http://appdlc.hicloud.com/dl/appdl/application/apk/0f/0fc7fe89a76d4e79bb1167a4b18a2193/com.liyiliapp.android.1908051651.apk?sign=portal@portal1565011411502&source=portalsite&maple=0,2019-08-05
C100683553,海立方科技园,商务,上海海谷创业发展有限公司,12.43MB,1.0.0.42,2019-08-05,score_0,<10000次,海立方为企业和人才提供智能化、精准化、个性化的线上服务，,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/062628066d8046398cd0ca398e6a6d29.png,http://appdlc.hicloud.com/dl/appdl/application/apk/06/062628066d8046398cd0ca398e6a6d29/com.bitech.highlivefun.bipark.demo.1908051519.apk?sign=portal@portal1565011412444&source=portalsite&maple=0,2019-08-05
C100157267,丰云汇,商务,丰云汇有限公司,21.44MB,2.6.0,2019-08-05,score_0,<10000次,丰云汇，一家致力于让纺织行业交易更加便捷的新生代互联网公司。构建了一个纺织行业全产业链网上交易平台，旨在让采购方更快找到面辅料，让纺织企业高效对接客户，让设计师轻松掌握流行趋势，让用户足不出户享受纺织全产业链一站式电商服务。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3976a56c34614f6cbe071e802dd43a49.png,http://appdlc.hicloud.com/dl/appdl/application/apk/39/3976a56c34614f6cbe071e802dd43a49/fengyunhui.fyh88.com.1908051733.apk?sign=portal@portal1565011413033&source=portalsite&maple=0,2019-08-05
C10252169,日事清,商务,北京创仕科锐信息技术有限公司,57.42MB,6.23.0,2019-08-05,score_9,89万次,【产品介绍】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3b7007c912c34abfaeb54c728e3faf39.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3b/3b7007c912c34abfaeb54c728e3faf39/com.rishiqing.1908051737.apk?sign=portal@portal1565011413575&source=portalsite&maple=0,2019-08-05
C100109479,工匠兔,商务,武汉宏宇建设工程咨询有限公司,27.08MB,3.1.1,2019-08-05,score_0,<10000次,1.推动互联网办公向移动互联网办公的发展；,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/63cf3f0d3e134fd390772fa7054935dc.png,http://appdlc.hicloud.com/dl/appdl/application/apk/63/63cf3f0d3e134fd390772fa7054935dc/com.honyu.buildoperator.honyuplatform.1908051646.apk?sign=portal@portal1565011414144&source=portalsite&maple=0,2019-08-05
C100754149,青创团团帮,商务,重庆市青年创新创业基金会,15.32MB,1.3.6,2019-08-05,score_0,<10000次,青创团团帮，一个专注创业青年技能培训项目帮扶的在线学习咨询交流的平台。立足于实用性的要求，与行业内的专家、导师简历合作，集合了丰富的学习内容，包括课程，文章等教学素材，线上可为创业青年提供公平的比赛活动与申请相关帮扶。平台提倡系统化的培训与帮扶，皆在帮助用户获得全免的，非零散的创业知识和相关技能，实现学有所长，并能学以致用。平台并建立五大组织并为用户提供申请加入通道，成为组织成员即可享受相应权限。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/cec91ba7f8cd42579120acf4091194f3.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ce/cec91ba7f8cd42579120acf4091194f3/com.c.number.qinchang.1908011849.apk?sign=portal@portal1565011414649&source=portalsite&maple=0,2019-08-05
C100748393,中油北斗,商务,四川中油九洲北斗科技能源有限公司,22.75MB,1.0.6,2019-08-05,score_0,<10000次,中油北斗app是一款服务于物流企业客户的平台，拥有近万家物流企业客户和数百万车主；我们致力于为众多物流客户提供加油卡线上充值申请、开票申请、主卡托管、加卡、挂失补卡、资金分配和圈回、消费查询、金融贷款、运费结算及汽车后服务等一站式物流管理服务！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/bdede8ab75ef43ac8f161b348f14d78a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/bd/bdede8ab75ef43ac8f161b348f14d78a/com.zyjzbd.zybdapp.1908021208.apk?sign=portal@portal1565011415331&source=portalsite&maple=0,2019-08-05
C10560912,北森iTalent,商务,北京北森云计算股份有限公司,34.42MB,4.7.0,2019-08-05,score_6,22万次,北森，一体化人才管理云平台，为企业提供覆盖测评、招聘、绩效、组织人事、薪酬、假勤、继任、调查、Onboarding等HR业务全流程的一体化SaaS软件和服务，并通过自有PaaS平台满足中大型企业个性化和自主开发的需求。每天，有超过5000家中大型企业、超过12万的HR和超过1000万的企业员工在使用北森创新的人力资源科技产品和服务。北森云平台每年新增近千万的人才测评数据和上亿的招聘数据，每天处理的数据量超过10亿条。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e836004a9bf04280b3fd1e04255727da.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e8/e836004a9bf04280b3fd1e04255727da/com.beisen.italent.1908051457.apk?sign=portal@portal1565011417626&source=portalsite&maple=0,2019-08-05
C100450137,招标管家,商务,西安政通信息技术有限公司,20.74MB,2.3.2,2019-08-05,score_10,<10000次,招标管家是一款以招投标信息为核心，提供精准实时推送招投标采购信息服务平台，汇聚全国招标公告、中标信息等招标采购信息，按行业、按关键字等方式为用户提供定制化招投标信息服务。实时获取，一旦有更新，马上就能传到您的手机；一键分享，感兴趣的消息马上分享给队友，及时制定投标方案。招标管家涵盖了各个行业的招投标信息，仅需输入关键词，我们就能够通过海量数据筛选出符合要求的招投标信息及时推送到您的手机上。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d3a6bb843d9f42e8a5f3a0522c9a3b21.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d3/d3a6bb843d9f42e8a5f3a0522c9a3b21/com.zt.callforbids.1908011857.apk?sign=portal@portal1565011418154&source=portalsite&maple=0,2019-08-05
C10807440,政务通,商务,河南软赛富软件科技有限公司,21.46MB,3.0.4,2019-08-05,score_10,8万次,1、最新电子通讯录——最新各级单位通讯录、随身携带、实时更新，一人管理所有人同步，解决纸质通讯录的不安全、不方便和更新不及时问题；,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/319c86b5ae6c47eaa194f9b4e02c7a91.png,http://appdlc.hicloud.com/dl/appdl/application/apk/31/319c86b5ae6c47eaa194f9b4e02c7a91/com.rsaif.zwtcontacts.1908051556.apk?sign=portal@portal1565011419363&source=portalsite&maple=0,2019-08-05
C100793901,劳动力管理云,商务,苏州盖雅云计算科技有限公司,67.62MB,4.6.1,2019-08-05,score_2,1万次,劳动力管理App，是亚太地区领先的移动端劳动力管理工具，帮助企业员工自主管理时间、考勤打卡、查看工时与薪资；帮助管理层智能排班、审批加班和请休假、查看劳动力效率并分析改善。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/39d73ac3e38143ab891b89c18df75763.png,http://appdlc.hicloud.com/dl/appdl/application/apk/39/39d73ac3e38143ab891b89c18df75763/com.gaiaworkforce.cloud.1908020019.apk?sign=portal@portal1565011420442&source=portalsite&maple=0,2019-08-05
C100814213,菁客招聘,商务,博金人力资源管理（上海）有限公司,9.91MB,2.2.3,2019-08-05,score_2,<10000次,菁客创新的移动社交招聘工具，帮助企业有效增加职位申请量，提升招聘效率，优化招聘策略，在新一代“人才战争”中抢占先机。目前版本专为企业招聘人员定制，求职者相关功能可以通过关注微信公众号“ajinga101”继续使用。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ae4423d680c3408894227f7faa031a3c.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ae/ae4423d680c3408894227f7faa031a3c/ajinga.proto.com.1908020909.apk?sign=portal@portal1565011421102&source=portalsite&maple=0,2019-08-05
C100920529,黄南公务车,商务,中国电信股份有限公司黄南分公司,19.72MB,HX2.0.12,2019-08-05,score_0,<10000次,公务用车管理平台以“数据向上集中，管理、服务向下延伸”为设计理念，搭建州级系统体系，平台包括用车申请、资源管理、车务管理、运营管理、北斗监控、调度中心、电子围栏、系统设置八大功能。针对全州各地区公务用车数据进行统一接入、汇总、分析、展现，通过提供不同等级的用户身份认证，实现精细化管理。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/02e915404c51446ab7b3cfb883d2d5bc.png,http://appdlc.hicloud.com/dl/appdl/application/apk/02/02e915404c51446ab7b3cfb883d2d5bc/com.jshx.carmanage.hxv2.1908051055.apk?sign=portal@portal1565011422225&source=portalsite&maple=0,2019-08-05
C100915733,家居云门店,商务,北京诸葛找房信息技术有限公司,20.97MB,1.0.0.2,2019-08-05,score_0,<10000次,家居云门店是诸葛找房为家居营销人专业打造的IP推广系统，通过云门店让家居营销者融入诸葛找房平台生态，阐述装修过程各种技术难点，记录了个人对居家生活生活的理解，分享优秀装修案例和经验，为广大业主提供匹配的解决方案，实现居家美好生活。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/bd450395f45d4aeb895a2ec66a368488.png,http://appdlc.hicloud.com/dl/appdl/application/apk/bd/bd450395f45d4aeb895a2ec66a368488/com.zhuge.design.1908021535.apk?sign=portal@portal1565011422792&source=portalsite&maple=0,2019-08-05
C10498962,才到云,商务,上海云武华科技有限公司,15.51MB,3.3.7,2019-08-05,score_7,5万次,“才到云”是由上海云武华科技有限公司旗下自主研发的eHR管理应用软件，基于Web+APP的Saas人力资源服务云平台，致力于解决全球化背景下HR领域的核心功能，提供复杂薪资计算、考勤分析、劳动关系,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e8e5b633fd7f45078978e337691686d4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e8/e8e5b633fd7f45078978e337691686d4/com.caidao1.caidaocloud.1908051106.apk?sign=portal@portal1565011424536&source=portalsite&maple=0,2019-08-05
C100888203,财开心,商务,北京盟度知汇科技有限公司,5.65MB,1.1,2019-08-05,score_0,<10000次,主要功能点介绍：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/efd1f210bdbb4b04a5615230cf814d23.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ef/efd1f210bdbb4b04a5615230cf814d23/com.mengdu.caikaixin.1908051402.apk?sign=portal@portal1565011425134&source=portalsite&maple=0,2019-08-05
C100407821,Smart PTM,商务,成都亿橙科技有限公司,32.97MB,2.0.6,2019-08-05,score_10,<10000次,项目跟踪管理，专注于项目的统筹管理及效率优化，从人员用工、项目周期、并行情况等方便，多维度可视化地展现项目关键信息，帮助管理层透过时间纵览项目趋势，对未来做出优化调整。整个项目生命周期可管理、可跟踪、可追溯，管理更简单，执行更高效,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ddc3a336e6a14fc29d702ea50082865c.png,http://appdlc.hicloud.com/dl/appdl/application/apk/dd/ddc3a336e6a14fc29d702ea50082865c/com.yiscn.projectmanage.1908050914.apk?sign=portal@portal1565011426085&source=portalsite&maple=0,2019-08-05
C100872483,红码头,商务,宁波合益信息科技有限公司,15.72MB,1.0.3,2019-08-05,score_0,<10000次,“红码头”是宁波舟山港股份有限公司北仑矿石码头分公司出品的一个集物资管理、微运营、糕点房在线销售系统、会议安排、外来车辆入港审批等生产、安全、管理的一站式数字化应用平台，智能手机用户可随时随地进行移动办公及信息查阅。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ebbb6f64eda54ef5a027a7a2ce4b7214.png,http://appdlc.hicloud.com/dl/appdl/application/apk/eb/ebbb6f64eda54ef5a027a7a2ce4b7214/com.nbheyi.ksmt.1908050913.apk?sign=portal@portal1565011426740&source=portalsite&maple=0,2019-08-05
C100940009,货邦邦货主,商务,无锡货邦邦现代物流科技有限公司,14.43MB,1.2.3,2019-08-05,score_0,<10000次,货邦邦平台通过整套的物流解决方案，使得平台、车主及货主之间信息得以共同共享。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/dae318566ac74a6a98a76f32ed2aa6f7.png,http://appdlc.hicloud.com/dl/appdl/application/apk/da/dae318566ac74a6a98a76f32ed2aa6f7/com.hbb168.shipper.1908051341.apk?sign=portal@portal1565011427310&source=portalsite&maple=0,2019-08-05
C10486671,易点固定资产管理,商务,北京易点易动科技有限公司,20.92MB,2.3.2,2019-08-05,score_8,4万次,易点易动-简洁易用的固定资产云系统,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/bdf3b499b1f443afa2d00eb79cf1eeb9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/bd/bdf3b499b1f443afa2d00eb79cf1eeb9/com.shinetechchina.physicalinventory.1908051139.apk?sign=portal@portal1565011428467&source=portalsite&maple=0,2019-08-05
C100075759,开会宝,商务,北京明道星澜科技发展有限公司,32.20MB,3.2.2,2019-08-05,score_10,12万次,【获得荣誉】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/b7752699df6346688f8983d6f8626788.png,http://appdlc.hicloud.com/dl/appdl/application/apk/b7/b7752699df6346688f8983d6f8626788/com.kaihuibao.khb.1908051206.apk?sign=portal@portal1565011429119&source=portalsite&maple=0,2019-08-05
C100230309,艾订货,商务,艾登软件（上海）有限公司,18.24MB,4.0,2019-08-05,score_0,<10000次,连锁店企业或者批发商分销订货,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/392379c2bab6408dad10326e9f11dddf.png,http://appdlc.hicloud.com/dl/appdl/application/apk/39/392379c2bab6408dad10326e9f11dddf/com.example.iDengBao.PlaceOrder.1908051421.apk?sign=portal@portal1565011430265&source=portalsite&maple=0,2019-08-05
C100676109,围恩Show,商务,笠根（深圳）软件有限公司,31.60MB,1.1.4,2019-08-05,score_10,<10000次,【产品特色】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/0ed0089af30e40f7a6f0975f0fa23c03.png,http://appdlc.hicloud.com/dl/appdl/application/apk/0e/0ed0089af30e40f7a6f0975f0fa23c03/com.meida.cosmeticsmerchants.1908051413.apk?sign=portal@portal1565011430792&source=portalsite&maple=0,2019-08-05
C100547411,贝返购商家,商务,昆山爱贝儿网络科技有限公司,32.23MB,2.5.2,2019-08-05,score_0,<10000次,1.,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3ea2ce28e26447199ae038b971b3d75b.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3e/3ea2ce28e26447199ae038b971b3d75b/com.android.ibeierbuym.1908051323.apk?sign=portal@portal1565011432067&source=portalsite&maple=0,2019-08-05
C100230897,税宝宝,商务,山西数智融通互联网服务有限公司,16.58MB,2.3.6_20190804,2019-08-05,score_4,22万次,税宝宝”,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3a2d31393dbc4e7ab25d1890474604b2.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3a/3a2d31393dbc4e7ab25d1890474604b2/com.star.taxbaby.1908051129.apk?sign=portal@portal1565011433218&source=portalsite&maple=0,2019-08-05
C100559105,大易有塑,商务,东莞市大易产业链服务有限公司,11.41MB,1.3.0,2019-08-05,score_10,<10000次,大易有塑是由盟大集团重磅打造的塑化产业价值链生态服务平台，专注为塑料化工企业用户提供在线贸易流水、货款管理、代采代销申请、仓储物流查询等服务，将塑化产业链服务从“网上办”提升到“掌上办”的新阶段，旨在提升行业效率，降低企业成本，以“推动产业发展”为己任，汇集、融合产业的优质资源，全心全意服务于产业价值链。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/10152689cf774e50b0002270bbd52412.png,http://appdlc.hicloud.com/dl/appdl/application/apk/10/10152689cf774e50b0002270bbd52412/com.dayi35.dayi.1908051056.apk?sign=portal@portal1565011433871&source=portalsite&maple=0,2019-08-05
C100694891,筑集采采购端,商务,筑客网络技术(上海)有限公司,10.95MB,6.5.2,2019-08-05,score_0,<10000次,筑集采采购端是筑集采平台为满足采购企业移动场景需求，进而研发的一款APP，能够满足用户随时随地发布招标公告、快速查看标书动态、获取行业相关资讯、即时统计招标数据等移动需求。解决了用户只能通过电脑端进行标书操作的局限性。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3f5772e8ea8d4bf6a21fca3bc186b232.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3f/3f5772e8ea8d4bf6a21fca3bc186b232/com.zhujc.purchase.1908051113.apk?sign=portal@portal1565011435029&source=portalsite&maple=0,2019-08-05
C10902485,合伙人,商务,广东企数标普互联网信息服务有限公司,15.55MB,1.2.47,2019-08-05,score_2,<10000次,企数标普自由创业平台,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/3df98dc24c384302a82feafbef2545c7.png,http://appdlc.hicloud.com/dl/appdl/application/apk/3d/3df98dc24c384302a82feafbef2545c7/ckxt.qsbp.1908051447.apk?sign=portal@portal1565011435697&source=portalsite&maple=0,2019-08-05
C10363028,兼职闲鱼,商务,厦门口袋零钱网络科技有限公司,20.66MB,4.0.0,2019-08-05,score_8,1014万次,手机兼职赚钱软件就选兼职咸鱼,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d01e119512fd4ae08dcac757c4efca14.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d0/d01e119512fd4ae08dcac757c4efca14/cc.gara.fish.jj_fish.1908051034.apk?sign=portal@portal1565011436309&source=portalsite&maple=0,2019-08-05
C100039857,指尖上的环保,商务,南京智数科技有限公司,11.23MB,3.3.0,2019-08-05,score_0,<10000次,指尖上的环保APP是智数旗下的一款环保产品、智数响应推行环境污染第三方治理的意见，依靠环保主管部门、餐饮油烟排污单位和智数科技的相互合作、相互监督来实现数据的有效、准确上传，使第三方运营模式真正起到公平、公正、公开的效果。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a0819ee20d664ca0968f9b12e352e939.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a0/a0819ee20d664ca0968f9b12e352e939/com.zsplat.zhijian.1908022148.apk?sign=portal@portal1565011437477&source=portalsite&maple=0,2019-08-05
C100291781,会捷通,商务,北京中创视讯科技有限公司,15.23MB,1.2.118,2019-08-05,score_10,<10000次,中创视讯,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/97e3f368a62f4aeba9cfbed2571a30e7.png,http://appdlc.hicloud.com/dl/appdl/application/apk/97/97e3f368a62f4aeba9cfbed2571a30e7/com.hexmeet.hjt.1908021841.apk?sign=portal@portal1565011438191&source=portalsite&maple=0,2019-08-05
C10461511,番茄ToDo,商务,青川蕃茄易行软件开发有限公司,18.55MB,9.2.2.1,2019-08-05,score_10,2354万次,学霸必备的简约高效番茄钟+待办列表+数据统计~无广告，秒启动。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/2ad0b0187396431f8456e80ef670729a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/2a/2ad0b0187396431f8456e80ef670729a/com.plan.kot32.tomatotime.1908051016.apk?sign=portal@portal1565011438769&source=portalsite&maple=0,2019-08-05
C100313871,攻城车车主版,商务,温州攻城车网络科技有限公司,26.67MB,1.3.0,2019-08-05,score_0,<10000次,“攻城车车主版”,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/2d3cb2662b874f9592e5bc21f19b0a49.png,http://appdlc.hicloud.com/dl/appdl/application/apk/2d/2d3cb2662b874f9592e5bc21f19b0a49/com.siegevehiclecar.1908041146.apk?sign=portal@portal1565011440018&source=portalsite&maple=0,2019-08-05
C100549201,薪瑞达,商务,温州欣承信息技术有限公司,34.93MB,1.2.8,2019-08-05,score_0,<10000次,薪瑞达APP，是我们专门为建筑工人设计的一款智能应用软件,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e19c16506e8445a99d485ccabd319edb.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e1/e19c16506e8445a99d485ccabd319edb/com.xincheng.xruida_company.1908051342.apk?sign=portal@portal1565011440652&source=portalsite&maple=0,2019-08-05
C100471875,欢颜掌柜,商务,深圳大健康产业发展有限公司,5.42MB,3.7.0,2019-08-05,score_0,<10000次,欢颜掌柜，是一款在线市场营销管理平台，由深圳大健康产业发展有限公司开发，面向营销人员，提供团队管理、仓储管理、进出货管理、货款管理、以及账户管理等应用功能。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/dd61dcdb670545b7b49c837844622b08.png,http://appdlc.hicloud.com/dl/appdl/application/apk/dd/dd61dcdb670545b7b49c837844622b08/com.hy.health.canask.1908051227.apk?sign=portal@portal1565011442321&source=portalsite&maple=0,2019-08-05
C100974955,辽宁人大,商务,大连公众信息产业有限公司,8.79MB,1.0.0,2019-08-05,score_0,<10000次,辽宁人大APP实现全省四级人大即省级、市级、区县(市)、乡镇和五级人大代表即国家、省、市、区县(市)、乡镇的互联互通，满足新时代对人大代表管理监督的创新性要求：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/2c86e5b8920245ca9f8f82d0b9cedc79.png,http://appdlc.hicloud.com/dl/appdl/application/apk/2c/2c86e5b8920245ca9f8f82d0b9cedc79/com.gzxx.lnppc.1908011317.apk?sign=portal@portal1565011443591&source=portalsite&maple=0,2019-08-05
C10733755,快销专员,商务,广州市小蓝车网络科技有限公司,13.82MB,3.32.0,2019-08-05,score_4,1万次,A,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/716a0c467a634e708674813d609eb412.png,http://appdlc.hicloud.com/dl/appdl/application/apk/71/716a0c467a634e708674813d609eb412/com.zskuaixiao.salesman.1907300625.apk?sign=portal@portal1565011444233&source=portalsite&maple=0,2019-08-05
C100232991,Omipay,商务,湖南澳觅信息技术有限公司,36.17MB,1.2.0.9,2019-08-05,score_10,<10000次,O米支付（Omipay）是总部位于澳洲悉尼的专业移动支付金融平台，致力于为商户提供定制的行业支付解决方案，使客户能够随时随地畅想智慧移动支付金融。O米支付在澳洲3个主要城市都有团队为客户提供平台保障和个性化服务，为每个消费群体优化支付体验。该App为Omipay面向商户的应用程序，旨在为商户提供更加便利的服务。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/622621994f134f20a29da6b758460acb.png,http://appdlc.hicloud.com/dl/appdl/application/apk/62/622621994f134f20a29da6b758460acb/com.aomi.omipay.1908021818.apk?sign=portal@portal1565011444829&source=portalsite&maple=0,2019-08-05
C100406569,趣租房商家,商务,北京租趣科技有限公司,25.48MB,1.3.9,2019-08-05,score_3,<10000次,为经纪人与房管员提供的一款管理工具。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/42dcf71df2634c23b4be19718517ebf9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/42/42dcf71df2634c23b4be19718517ebf9/com.baihe.manager.1908051051.apk?sign=portal@portal1565011445464&source=portalsite&maple=0,2019-08-05
