应用代码,应用名称,应用类型,公司名称,app大小,版本号,更新时间,评分,下载人数,应用介绍,图标,下载地址,爬取时间
C100262783,品刻健康,运动健康,缤刻普锐(北京)科技有限责任公司,42.15MB,1.0.6.1,2019-07-29,score_2,1万次,智能好用的身体成分指数检测App！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/120827ac917643bc9caa88a0de21d896.png,http://appdlc.hicloud.com/dl/appdl/application/apk/12/120827ac917643bc9caa88a0de21d896/com.picoocHealth.1907271630.apk?sign=portal@portal1564386626381&source=portalsite,2019-07-29
C10489534,有车以后汽车报价,汽车,广州有车以后信息科技有限公司,18.10MB,3.36.1,2019-07-29,score_10,346万次,优惠买车，专业新车报价大全，汽车团购，配置解析,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/9994c2eaa7124d6298e4a5afaa94e7ff.png,http://appdlc.hicloud.com/dl/appdl/application/apk/99/9994c2eaa7124d6298e4a5afaa94e7ff/com.youcheyihou.iyoursuv.1907291136.apk?sign=portal@portal1564386627210&source=portalsite,2019-07-29
C100349573,高考真题,教育,合肥巨门信息科技有限公司,23.11MB,1.8.0,2019-07-29,score_9,<10000次,专为一千万高考生服务的app来啦！！！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e7e1c8dbaf59499183a4c5d375a4a5e4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e7/e7e1c8dbaf59499183a4c5d375a4a5e4/com.jumen.gaokao.1907261753.apk?sign=portal@portal1564386627669&source=portalsite,2019-07-29
C100940009,货邦邦货主,商务,无锡货邦邦现代物流科技有限公司,10.03MB,1.0.4.product,2019-07-29,score_0,<10000次,货邦邦平台通过整套的物流解决方案，使得平台、车主及货主之间信息得以共同共享。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/50bc4bf1c1dc4a7e9217a0c94dfa0466.png,http://appdlc.hicloud.com/dl/appdl/application/apk/50/50bc4bf1c1dc4a7e9217a0c94dfa0466/com.hbb168.shipper.1907231002.apk?sign=portal@portal1564386628834&source=portalsite,2019-07-29
C10349517,买金网,金融理财,中金鼎晟（北京）电子商务有限公司,34.31MB,3.0.40,2019-07-29,score_8,<10000次,【产品简介】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a26565260a094ceaa5fc95f8c16ccc17.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a2/a26565260a094ceaa5fc95f8c16ccc17/com.maijinwang.android.1907261944.apk?sign=portal@portal1564386629439&source=portalsite,2019-07-29
C100813337,发才网,商务,上海发才网络信息技术有限公司,35.68MB,1.2.5,2019-07-29,score_6,<10000次,一次扫码，一次分享，终身奖励,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/c73da61ea3304c52bf714675603cee78.png,http://appdlc.hicloud.com/dl/appdl/application/apk/c7/c73da61ea3304c52bf714675603cee78/com.isoftstone.quancai.1907291005.apk?sign=portal@portal1564386629968&source=portalsite,2019-07-29
C100960397,猛犸电动,实用工具,深圳猛犸电动科技有限公司,22.34MB,1.0.2,2019-07-29,score_0,<10000次,实时掌握爱车动态，让骑行更放心；,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/5a50b1c1fe3c4d17ad5c7a1cff1c0ef4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/5a/5a50b1c1fe3c4d17ad5c7a1cff1c0ef4/com.mambike.motorbike.1907262103.apk?sign=portal@portal1564386630584&source=portalsite,2019-07-29
C100747633,江湖抢单宝,实用工具,上饶市合一科技有限公司,10.16MB,2.2,2019-07-29,score_10,<10000次,【信贷经理线上获客神器】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/9b37c4e332974738a59248fb18461caf.png,http://appdlc.hicloud.com/dl/appdl/application/apk/9b/9b37c4e332974738a59248fb18461caf/com.riversbaby.money.1907241833.apk?sign=portal@portal1564386631705&source=portalsite,2019-07-29
C10510008,影宝易,便捷生活,深圳影宝网络科技有限公司,74.79MB,2.2.66,2019-07-29,score_10,6万次,影宝是一批影视人经过两年的摸索孕育出来的，以高效、快速、务实为原则，为影视人解决最棘手、最急切、最实际的问题。资金不足？异地拍摄？器材紧缺？人员不够？调配困难？有了影宝，一切迎刃而解。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/44bf61cccf2c4caeb9b6178e14e24e0e.png,http://appdlc.hicloud.com/dl/appdl/application/apk/44/44bf61cccf2c4caeb9b6178e14e24e0e/com.fengdi.yingbao.1907271546.apk?sign=portal@portal1564386632322&source=portalsite,2019-07-29
C100883129,百佳外卖商家版,美食,青岛秉晨嘉志网络科技有限公司,20.59MB,1.2,2019-07-29,score_0,<10000次,百佳外卖秉承“家庭味道”理念，贯彻精益求精，不忘初心的精神，致力于为2亿用户送去健康、安全、放心的外卖餐品，做中国外卖平台领军者，最终实现让美食合法的在市场流通。百佳外卖品类齐全，商品众多，领先一步。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/28c7aafa3dff41eabcab14127e3db368.png,http://appdlc.hicloud.com/dl/appdl/application/apk/28/28c7aafa3dff41eabcab14127e3db368/com.baijia_sj.1907290957.apk?sign=portal@portal1564386633005&source=portalsite,2019-07-29
C100946463,风涌科技商城,购物比价,武汉风涌科技有限责任公司,4.31MB,1.0.0,2019-07-29,score_0,<10000次,我们时刻关注着软件市场的需求,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/32c2b7a214634d7cbbb13903396d6215.png,http://appdlc.hicloud.com/dl/appdl/application/apk/32/32c2b7a214634d7cbbb13903396d6215/com.dcloud.BABBARSKAUG.1907231426.apk?sign=portal@portal1564386633452&source=portalsite,2019-07-29
C100186613,木木优购,购物比价,介休市木木电子商务有限公司,48.22MB,5.2.0,2019-07-29,score_6,<10000次,这里有好多好玩的，,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/f42fbc0c0ce54d10b34ee2d2cdbbed27.png,http://appdlc.hicloud.com/dl/appdl/application/apk/f4/f42fbc0c0ce54d10b34ee2d2cdbbed27/com.chance.mumuyougou.1907270835.apk?sign=portal@portal1564386635272&source=portalsite,2019-07-29
C100040157,行动商学院,教育,上海智未信息技术有限公司,50.14MB,5.2.2,2019-07-29,score_7,131万次,【行动商学院-实效落地的在线EMBA】,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a7e8f8489b104b71b525f0da6aac0634.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a7/a7e8f8489b104b71b525f0da6aac0634/com.xdjy100.app.fm.1907290900.apk?sign=portal@portal1564386636657&source=portalsite,2019-07-29
C100492879,WorkGo,实用工具,南京讯飞智慧空间信息科技有限公司,34.65MB,2.0.4,2019-07-29,score_2,<10000次,WorkGo是讯飞智慧空间专为园区、办公楼宇场景下打造的一款专业办公生活、服务管理，帮助园区和楼宇运营方降低租务管理成本，提升员工工作效率，提供饮水、考勤、用纸等场景，为员工打造更好的办公环境。员工使用软件进行考勤打卡、购买商品、扫码付费等,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/bf023adefdbc4c1394e6de74cfa6a87d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/bf/bf023adefdbc4c1394e6de74cfa6a87d/com.iworkgo.workgo.1907290946.apk?sign=portal@portal1564386637238&source=portalsite,2019-07-29
C100288471,公考通,教育,南京公小通软件科技有限公司,25.98MB,1.4.2,2019-07-29,score_7,10万次,公考通公务员考试在线题库，在线课程应有尽有,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/aa7f73fc276e40fbb87f200e697ceb6c.png,http://appdlc.hicloud.com/dl/appdl/application/apk/aa/aa7f73fc276e40fbb87f200e697ceb6c/com.xuebao.gwy.1907291358.apk?sign=portal@portal1564386639569&source=portalsite,2019-07-29
C100516401,贝思客试吃,实用工具,上海手乐电子商务股份有限公司,15.98MB,3.1.09,2019-07-29,score_0,<10000次,贝思客蛋糕，精致生活之选！源于德国，初心不改！觊觎百年传统工艺，践行互联网理念，坚持行业创新，颠覆烘焙传统，食尚本来生活，让BEST品项，BEST,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e5edaea77c124763af35b637de00b248.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e5/e5edaea77c124763af35b637de00b248/foretaste.com.foretaste.1907291103.apk?sign=portal@portal1564386640170&source=portalsite,2019-07-29
C100840329,芝麻作文,教育,上海元趣信息技术有限公司,18.49MB,1.2.7,2019-07-29,score_10,<10000次,芝麻作文是一款提升6-15岁孩子作文分数的,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/1dc1c1fb26e64389a09e4178c3f412e9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/1d/1dc1c1fb26e64389a09e4178c3f412e9/com.yqtec.sesame.composition.1907291001.apk?sign=portal@portal1564386640894&source=portalsite,2019-07-29
C10411901,共享停车,出行导航,广州悦停网络科技有限公司,28.42MB,4.0.2,2019-07-29,score_3,25万次,“共享停车”（Airparking）是广州悦停网络科技有限公司基于停车位共享服务的一款手机应用，是一款利用车位共享解决停车难题的软件,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ebaf27e0aa7a43e394fc6577ff05105a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/eb/ebaf27e0aa7a43e394fc6577ff05105a/com.airparking.shareparking.1907291142.apk?sign=portal@portal1564386641470&source=portalsite,2019-07-29
C10236098,邻郎,购物比价,河南万安网络技术有限公司,31.01MB,3.1.8,2019-07-29,score_10,<10000次,邻郎App描述：,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/a714771722e54f9ab0cf6c52f1f9b468.png,http://appdlc.hicloud.com/dl/appdl/application/apk/a7/a714771722e54f9ab0cf6c52f1f9b468/com.linlang.app.firstapp.1907291100.apk?sign=portal@portal1564386641968&source=portalsite,2019-07-29
C100141911,范大大,实用工具,上海范海信息科技有限公司,11.53MB,6.0.0,2019-07-29,score_10,<10000次,范大大专注为金融机构、第三方中介机构、终端客户服务的互联网信息资源整合工具。利用互联网工具和大数据，使线上产品和线下渠道资源对接，提供在线产品宣传、需求发布、金融资讯、智能匹配、在线获客等服务。让借款更简单。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ed71a3177f9f4b709880f572ba053179.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ed/ed71a3177f9f4b709880f572ba053179/net.daidaixia.app.1907291232.apk?sign=portal@portal1564386642510&source=portalsite,2019-07-29
C10591617,同城鸽,便捷生活,潮州市宇罡网络科技有限公司,38.33MB,V3.3.3,2019-07-29,score_7,3万次,"同城鸽"是新一代城市服务生态体系的创新平台，是集策划设计、软件开发、平台运营为一体的综合型技术团队“宇罡网络科技有限公司”独立研发！“同城鸽”致力于汇集潮州全业态商家，力求打造出一站式生活需求服务，为潮州市民提供优质、贴心、精准的商城购物、同城物联、餐饮外卖、全民跑腿、热点资讯、智能社区等一系列生态体系服务。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ea2ac6fb88804434bf007a912912333b.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ea/ea2ac6fb88804434bf007a912912333b/cn.czyugang.tcg.client.1907290930.apk?sign=portal@portal1564386643851&source=portalsite,2019-07-29
C100661839,每日做到,实用工具,武汉手盟网络科技股份有限公司,5.65MB,1.2.1,2019-07-29,score_10,<10000次,每日做到就是这样的一款应用程序，它会让你像玩养成类游戏一样，养成你的人生目标。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e11a2598157e45e78233e1e79427dcf4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e1/e11a2598157e45e78233e1e79427dcf4/com.shoumeng.meirizuodao.1907291114.apk?sign=portal@portal1564386644988&source=portalsite,2019-07-29
C100104987,众食安监管端,便捷生活,杭州祐全科技发展有限公司,87.29MB,1.3.2,2019-07-29,score_10,1万次,基于互联网+食品安,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/6f56594d401940469d309f58223b64f2.png,http://appdlc.hicloud.com/dl/appdl/application/apk/6f/6f56594d401940469d309f58223b64f2/com.example.innovation_cj.1907291140.apk?sign=portal@portal1564386645519&source=portalsite,2019-07-29
C100482015,水印相机,拍摄美化,北京小嘿科技有限责任公司,27.79MB,V1.7.0.146,2019-07-29,score_8,320万次,拍照片、拍视频实时加水印，方便快捷！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/cd63dc31f38045a68019a10965190694.png,http://appdlc.hicloud.com/dl/appdl/application/apk/cd/cd63dc31f38045a68019a10965190694/com.xhey.xcamera.1907291122.apk?sign=portal@portal1564386646175&source=portalsite,2019-07-29
C381,网易有道词典,教育,北京网易有道计算机系统有限公司,116.09MB,7.9.8,2019-07-29,score_10,4亿次,8亿人都在用的外语学习翻译词典,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/f4a0e38509f64ff38c08ce89b594129d.png,http://appdlc.hicloud.com/dl/appdl/application/apk/f4/f4a0e38509f64ff38c08ce89b594129d/com.youdao.dict.1907291157.apk?sign=portal@portal1564386647376&source=portalsite,2019-07-29
C100271289,会计头条,新闻阅读,北京云财信息技术有限公司,26.26MB,3.6.1,2019-07-29,score_10,136万次,会计人的大事，就看会计头条！财税资讯、实操干货、职场话题一手掌握，专业、及时、有料又有趣的会计人阅读平台。更有会计贴吧，聊工作、交朋友，发贴互动，会计人的专属社区！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d411dcfefee34232bf5111c23d98882e.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d4/d411dcfefee34232bf5111c23d98882e/com.wta.NewCloudApp.toutiao.1907291201.apk?sign=portal@portal1564386647901&source=portalsite,2019-07-29
C100887319,智慧茗园,实用工具,江西裕丰智能农业科技有限公司,36.53MB,1.0.20190725,2019-07-29,score_0,<10000次,智慧茗园是为了让种植生产茶叶更智能精准，从种植开始管控好每一片茶叶，用户只需登录手机APP，选择要查看的茶园,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/c3d4910c8059477ca221911d33a1924a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/c3/c3d4910c8059477ca221911d33a1924a/com.yfkj.teagarden.1907291133.apk?sign=portal@portal1564386648519&source=portalsite,2019-07-29
C100708047,松江印协,教育,上海市松江区印刷协会,21.31MB,2.50.039,2019-07-29,score_0,<10000次,松江印协——由北京科印传媒文化股份有限公司打造，专注为上海市松江区印刷协会提供专业知识、资讯服务的App。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/fb1ab5f1bf5746d8805093b2d98fcefd.png,http://appdlc.hicloud.com/dl/appdl/application/apk/fb/fb1ab5f1bf5746d8805093b2d98fcefd/cn.touchv.acBNqx2.1907291409.apk?sign=portal@portal1564386649120&source=portalsite,2019-07-29
C100389289,顺鹿,出行导航,广州盈通电子科技有限公司,61.66MB,2.4.1,2019-07-29,score_9,29万次,顺鹿在手，出行无忧！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/f4c346bbe5284d4c8a3fb93351a24a3a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/f4/f4c346bbe5284d4c8a3fb93351a24a3a/com.weconex.justgo.app.1907291128.apk?sign=portal@portal1564386652584&source=portalsite,2019-07-29
C10455971,四川观察,新闻阅读,四川金熊猫新媒体有限公司,35.37MB,3.3.3,2019-07-29,score_6,49万次,《四川观察》APP以原创独家短视频为核心竞争力，以新闻事件直播为亮点，代表四川权威声音，是四川时政新闻新媒体主流传播平台和主流政商圈精英人群的“朋友圈”。全方位解读四川本地新闻资讯，全方位的满足客户的需求，赶紧加入我们吧！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/c59ee3c04a1943fea9bfcd2028db2dc1.png,http://appdlc.hicloud.com/dl/appdl/application/apk/c5/c59ee3c04a1943fea9bfcd2028db2dc1/com.sctv.scfocus.1907290911.apk?sign=portal@portal1564386653165&source=portalsite,2019-07-29
C10653868,它品,购物比价,广州海际宠物贸易有限公司,40.90MB,4.9.9,2019-07-29,score_2,3万次,它品APP，专为国内中高端宠物商户研发，国内领先的宠物用品采购APP。以“工厂-它品APP-商户”的直供模式，为宠物商户提供海内外的优质货源，极大地缩减了成本，将利润让给商户，目前已与滋益巅峰、原始猎食渴望、Tiki,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e6f8cf4eba6e46a89ed989ddd3c1313f.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e6/e6f8cf4eba6e46a89ed989ddd3c1313f/com.mall.trade.1907291214.apk?sign=portal@portal1564386653697&source=portalsite,2019-07-29
C100794791,莲藕健康,运动健康,广东莲藕健康科技有限公司,17.13MB,2.0,2019-07-29,score_0,<10000次,莲藕健康APP是医药批发首选平台。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/de6ad422cbf94b8ca6297861a9293eb8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/de/de6ad422cbf94b8ca6297861a9293eb8/com.app.lianoujiankang.1907291340.apk?sign=portal@portal1564386654280&source=portalsite,2019-07-29
C100166539,中农发,实用工具,江苏金土地种业有限公司,8.00MB,1.3,2019-07-29,score_0,<10000次,中农发现代农业服务平台致力于构建新型农业主体匹配的社会化服务体系，提供低成本、便利化、订单化、全方位的社会化服务。平台服务项目：组织农资集采；建立农业大数据；建立农产品溯源体系；建立农业信息、技术、产品互通平台；推进农业金融、农业保险。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ab311d022f5b471caa8b1a3ba70cb9e8.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ab/ab311d022f5b471caa8b1a3ba70cb9e8/io.dcloud.H51871B03111.1907290901.apk?sign=portal@portal1564386654751&source=portalsite,2019-07-29
C100846153,惠己达人,购物比价,深圳惠己达人网络科技有限公司,29.60MB,1.5,2019-07-29,score_10,<10000次,秉承“自用省钱，分享赚钱”的价值理念，以“互联网＋”零售新模式，致力于为消费者打造一站式领券优惠+分享获利的智能分享社交电商导购。支持各大电商导购，帮助消费者在快速定位性价比的商品，通过内部优惠劵，让网购消费者实现自购省钱的目的.,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/f8a583981fa541ada56ac32cafdfec07.png,http://appdlc.hicloud.com/dl/appdl/application/apk/f8/f8a583981fa541ada56ac32cafdfec07/cn.dankal.gotgoodbargain.1907291135.apk?sign=portal@portal1564386656458&source=portalsite,2019-07-29
C100851603,头像制作大师,拍摄美化,广州可牛信息技术有限公司,19.72MB,1.2.1,2019-07-29,score_10,<10000次,▶情侣头像挂件，节日挂件，强迫症挂件，,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/cc80e7bdd25f4ad9bc1b7210be144023.png,http://appdlc.hicloud.com/dl/appdl/application/apk/cc/cc80e7bdd25f4ad9bc1b7210be144023/com.krniu.txdashi.1907291236.apk?sign=portal@portal1564386657098&source=portalsite,2019-07-29
C100405581,医邦人,运动健康,山东医邦人健康科技有限公司,18.52MB,2.0.4,2019-07-29,score_0,<10000次,医邦人App立足于做大健康领域的互联网平台，提供健康领域的学习培训、政策法规、行情快讯、产品采购、应聘招聘等服务。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ff9e6d7737f64d7ea25bc5a8e616ce62.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ff/ff9e6d7737f64d7ea25bc5a8e616ce62/com.yibangren.1907291411.apk?sign=portal@portal1564386658326&source=portalsite,2019-07-29
C100207583,小泊伙伴,便捷生活,深圳市小泊科技有限公司,23.34MB,2.6.0,2019-07-29,score_0,<10000次,小泊伙伴，是一款提高公寓运营效率的工作软件，解决租前/租中/租后公寓管理全流程场景。为泊寓内部店长店助以及负责人提供智能便捷、简单全面的工作提醒和数据指标展示。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/abc7ce580ce845efb3478552ed9f5bc9.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ab/abc7ce580ce845efb3478552ed9f5bc9/com.inboyu.workbenchapp.1907291120.apk?sign=portal@portal1564386658820&source=portalsite,2019-07-29
C100654445,陌爱,社交通讯,深圳市禾火网络科技有限公司,37.11MB,4.7.0,2019-07-29,score_10,171万次,想要早日摆脱单身的称号，上陌爱！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/d636984ad4444f199d7b865e235cc16a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/d6/d636984ad4444f199d7b865e235cc16a/com.heehoo.momo.1907281942.apk?sign=portal@portal1564386659461&source=portalsite,2019-07-29
C100897321,超级宝宝测评,儿童,深圳市育联网科技有限公司,9.28MB,1.0.4,2019-07-29,score_0,<10000次,育花园平台旗下推出的一款适用于0-6岁育儿类APP。它结合成长测评，心理发育检测；育儿知识等，对婴儿发展的规律和婴儿发展的状况有一个客观的了解。其中的测评对婴幼儿神经发育发展的状况进行“定期量化，掌握情况；及时干预；整体促进”。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/cedaa644dc7a42b1a1b0ee52cb083099.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ce/cedaa644dc7a42b1a1b0ee52cb083099/com.avsnest.superassessment.1907291105.apk?sign=portal@portal1564386659979&source=portalsite,2019-07-29
C10872806,选校帝,教育,北京创新伙伴教育科技有限公司,14.01MB,2.41.0,2019-07-29,score_8,23万次,选校帝·「美国探校视频」快来看名校学长学姐的留学生活啦，你不知道的干货都在这里！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e8b98b808aac447fb6466d086c329895.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e8/e8b98b808aac447fb6466d086c329895/com.smartstudy.xxd.1907291119.apk?sign=portal@portal1564386660494&source=portalsite,2019-07-29
C10333420,手机梵讯,教育,上海梵讯网络技术有限公司,44.58MB,5.0.3,2019-07-29,score_7,30万次,手机梵讯是上海梵讯网络技术有限公司为房产经纪人提供的一个手机移动办公软件，也是第一款智能版手机房产管理软件。房产经纪人可以随时随地添加，查询和管理房源和客源，跟进客户，设置提醒，搜索个人房源，发布房源等等。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/90023264830246c9b0eca34d17893205.png,http://appdlc.hicloud.com/dl/appdl/application/apk/90/90023264830246c9b0eca34d17893205/com.fooww.soft.android.Presentation.1907242124.apk?sign=portal@portal1564386660964&source=portalsite,2019-07-29
C100029121,古琴会Guqin,购物比价,北京正麟文化集团有限公司,128.96MB,3.0.2,2019-07-29,score_6,5万次,为打破古琴界交易壁垒，实现琴人与琴馆“零距离”“零障碍”实时沟通，古琴会Guqin汇聚了全球优质琴馆、琴师、琴匠、琴人，从古琴教学、交易、活动、社交到休闲，一应俱全，是古琴界最强一站式资源整合平台网站。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/f2eacad9148e49a4ad62e311ba24a318.png,http://appdlc.hicloud.com/dl/appdl/application/apk/f2/f2eacad9148e49a4ad62e311ba24a318/com.zhenglinc.app.1907291345.apk?sign=portal@portal1564386661573&source=portalsite,2019-07-29
C10232134,盯盯拍,拍摄美化,深圳市为有视讯有限公司,58.82MB,v6.0.3.0728,2019-07-29,score_4,445万次,该应用为,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/c0acf07908214ec0ad510a804808b7bd.png,http://appdlc.hicloud.com/dl/appdl/application/apk/c0/c0acf07908214ec0ad510a804808b7bd/com.vyou.vcameraclient.1907291150.apk?sign=portal@portal1564386662193&source=portalsite,2019-07-29
C10714478,南山大夫,运动健康,安徽金健桥医疗科技有限公司,9.63MB,1.1.1001,2019-07-29,score_10,<10000次,“智慧治疗，贴身呵护”，提供专业、有效的中医治疗方法，针对不同疼痛类型、疼痛部位提供个性化的治疗方案。一款APP，实现多款智能健康医疗器械产品治疗功能，让用户尊享智能科技带来的健康成果。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/c7badd73960b4e28b55f9cf5277f5903.png,http://appdlc.hicloud.com/dl/appdl/application/apk/c7/c7badd73960b4e28b55f9cf5277f5903/com.dohenes.nanshandf.1907290927.apk?sign=portal@portal1564386662751&source=portalsite,2019-07-29
C10663795,都学课堂,教育,都学网络科技（北京）有限公司,35.87MB,4.0.5,2019-07-29,score_8,4万次,都学课堂，MBA/MPAcc/MEM/MPA/EMBA备考路上的好帮手！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/f5c85abac74e48878fbdfd3540df0877.png,http://appdlc.hicloud.com/dl/appdl/application/apk/f5/f5c85abac74e48878fbdfd3540df0877/com.example.doxue.1907291048.apk?sign=portal@portal1564386663351&source=portalsite,2019-07-29
C100717059,师资培训,教育,湖南青果传媒有限公司,13.61MB,13.1.9,2019-07-29,score_10,<10000次,师资培训使用互联网移动技术，将各种信息资源和应用服务进行整合、挖掘和展现，为培训学员和培训教师提供方便快捷的移动信息服务。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/fb92559113134ba199c00bf96b9c2361.png,http://appdlc.hicloud.com/dl/appdl/application/apk/fb/fb92559113134ba199c00bf96b9c2361/com.kingosoft.szpx.1907291008.apk?sign=portal@portal1564386663940&source=portalsite,2019-07-29
C10158216,160医生,运动健康,深圳市宁远科技股份有限公司,27.68MB,5.16.0,2019-07-29,score_9,33万次,160医生全新升级，面向2000万平台患者，打造您的品牌移动诊室。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/e523adf5b6a24642be24446b49bbce80.png,http://appdlc.hicloud.com/dl/appdl/application/apk/e5/e523adf5b6a24642be24446b49bbce80/com.ny.jiuyi160_doctor.1907291124.apk?sign=portal@portal1564386664599&source=portalsite,2019-07-29
C100435301,优鲜果蔬,美食,日照市东港区林竹商贸有限公司,12.49MB,1.0.6.8,2019-07-29,score_7,<10000次,【优鲜果蔬】致力于打造全球生鲜好食材。新一代全供应链，全程精细化管控、精挑细选、实地考察、方便快捷。让您的生活足够“新鲜”。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/fb343f66c2cc473c8402b671fa70d1d4.png,http://appdlc.hicloud.com/dl/appdl/application/apk/fb/fb343f66c2cc473c8402b671fa70d1d4/com.hemaapp.hm_cjml.1907290938.apk?sign=portal@portal1564386665175&source=portalsite,2019-07-29
C100236011,御帛家居,购物比价,南通江南帛庄家纺有限公司,34.63MB,1.0.15,2019-07-29,score_0,<10000次,在线销售床上家纺用品，床上四件套等，公司产品面向都市白领，主张简单、纯粹、优质的生活态度，坚持以优质的思想吸引消费者，设计以典雅的色彩、优美的线条、风姿卓越的魅力吸引着各年龄段的都市人；家纺产品材质采用进口上等面料，辅以一流的生产加工工艺，实现了面料、工艺、款式的完美结合。,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/ccfe3c0b36b5407586df29c6c82c9c1a.png,http://appdlc.hicloud.com/dl/appdl/application/apk/cc/ccfe3c0b36b5407586df29c6c82c9c1a/com.bedclothes.1907291119.apk?sign=portal@portal1564386665670&source=portalsite,2019-07-29
C10352415,三好网老师版,教育,北京三好互动教育科技有限公司,12.68MB,3.5.2,2019-07-29,score_10,3万次,依托国家专利智能硬件技术，【三好网】打造课外辅导【超级在线一对一】！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/fb24dca519714989802d3a5cf28a0344.png,http://appdlc.hicloud.com/dl/appdl/application/apk/fb/fb24dca519714989802d3a5cf28a0344/com.sanhao.teacher.1907291411.apk?sign=portal@portal1564386667397&source=portalsite,2019-07-29
C100753141,猫掌柜,购物比价,宝鸡市泽海网络科技有限公司,20.71MB,1.2.9,2019-07-29,score_10,18万次,【及时】猫掌柜为广大朋友每日带来千款商品优惠券，新款好货整点秒杀信息！,https://appimg.dbankcdn.com/hwmarket/files/application/icon144/caa8ca4b404c4d22a240b8ba12c99274.png,http://appdlc.hicloud.com/dl/appdl/application/apk/ca/caa8ca4b404c4d22a240b8ba12c99274/com.maozhanggui.app.1907291404.apk?sign=portal@portal1564386667982&source=portalsite,2019-07-29
